법정동코드,법정동명,폐지여부
4105003013,경기도 부천군 소래면 옥길리,폐지
4105003014,경기도 부천군 소래면 계수리,폐지
4105003500,경기도 부천군 오정면,폐지
4105003501,경기도 부천군 오정면 원종리,폐지
4105003502,경기도 부천군 오정면 고강리,폐지
4105003503,경기도 부천군 오정면 작리,폐지
4105003504,경기도 부천군 오정면 여월리,폐지
4105003505,경기도 부천군 오정면 도강리,폐지
4105003506,경기도 부천군 오정면 내리,폐지
4105003507,경기도 부천군 오정면 약대리,폐지
4105003508,경기도 부천군 오정면 삼정리,폐지
4105003509,경기도 부천군 오정면 오정리,폐지
4105003510,경기도 부천군 오정면 대장리,폐지
4105004000,경기도 부천군 계양면,폐지
4105004001,경기도 부천군 계양면 장기리,폐지
4105004002,경기도 부천군 계양면 임학리,폐지
4105004003,경기도 부천군 계양면 용종리,폐지
4105004004,경기도 부천군 계양면 병방리,폐지
4105004005,경기도 부천군 계양면 방축리,폐지
4105004006,경기도 부천군 계양면 박촌리,폐지
4105004007,경기도 부천군 계양면 동양리,폐지
4105004008,경기도 부천군 계양면 귤현리,폐지
4105004009,경기도 부천군 계양면 상야리,폐지
4105004010,경기도 부천군 계양면 하야리,폐지
4105004011,경기도 부천군 계양면 평리,폐지
4105004012,경기도 부천군 계양면 선주지리,폐지
4105004013,경기도 부천군 계양면 이화리,폐지
4105004014,경기도 부천군 계양면 오류리,폐지
4105004015,경기도 부천군 계양면 갈산리,폐지
4105004016,경기도 부천군 계양면 둑실리,폐지
4105004017,경기도 부천군 계양면 목상리,폐지
4105004018,경기도 부천군 계양면 다남리,폐지
4105004019,경기도 부천군 계양면 노오지리,폐지
4105004500,경기도 부천군 영종면,폐지
4105004501,경기도 부천군 영종면 운남리,폐지
4105004502,경기도 부천군 영종면 중산리,폐지
4105004503,경기도 부천군 영종면 운서리,폐지
4105004504,경기도 부천군 영종면 운북리,폐지
4105005000,경기도 부천군 북도면,폐지
4105005001,경기도 부천군 북도면 옥도리,폐지
4105005002,경기도 부천군 북도면 신도리,폐지
4105005003,경기도 부천군 북도면 부도리,폐지
4105005004,경기도 부천군 북도면 장봉리,폐지
4105005500,경기도 부천군 용유면,폐지
4105005501,경기도 부천군 용유면 덕교리,폐지
4105005502,경기도 부천군 용유면 을왕리,폐지
4105005503,경기도 부천군 용유면 남북리,폐지
4105005504,경기도 부천군 용유면 무의리,폐지
4105006000,경기도 부천군 덕적면,폐지
4105006001,경기도 부천군 덕적면 진리,폐지
4105006002,경기도 부천군 덕적면 북리,폐지
4105006003,경기도 부천군 덕적면 서포리,폐지
4105006004,경기도 부천군 덕적면 소부리,폐지
4105006005,경기도 부천군 덕적면 문갑리,폐지
4105006006,경기도 부천군 덕적면 승봉리,폐지
4105006007,경기도 부천군 덕적면 백아리,폐지
4105006008,경기도 부천군 덕적면 소도리,폐지
4105006009,경기도 부천군 덕적면 굴업리,폐지
4105006500,경기도 부천군 영흥면,폐지
4105006501,경기도 부천군 영흥면 내리,폐지
4105006502,경기도 부천군 영흥면 외리,폐지
4105006503,경기도 부천군 영흥면 선재리,폐지
4105006504,경기도 부천군 영흥면 이작리,폐지
4105006505,경기도 부천군 영흥면 자월리,폐지
4105007000,경기도 부천군 대부면,폐지
4105007001,경기도 부천군 대부면 동리,폐지
4105007002,경기도 부천군 대부면 남리,폐지
4105007003,경기도 부천군 대부면 북리,폐지
4105007004,경기도 부천군 대부면 선감리,폐지
4105007005,경기도 부천군 대부면 풍도리,폐지
4111000000,경기도 수원시,존재
4111000100,경기도 수원시 반정동,폐지
4111010100,경기도 수원시 팔달로1가,폐지
4111010200,경기도 수원시 팔달로2가,폐지
4111010300,경기도 수원시 남창동,폐지
4111010400,경기도 수원시 팔달로3가,폐지
4111010500,경기도 수원시 영동,폐지
4111010600,경기도 수원시 중동,폐지
4111010700,경기도 수원시 구천동,폐지
4111010800,경기도 수원시 남수동,폐지
4111010900,경기도 수원시 매향동,폐지
4111011000,경기도 수원시 북수동,폐지
4111011100,경기도 수원시 장안동,폐지
4111011200,경기도 수원시 신풍동,폐지
4111011300,경기도 수원시 매교동,폐지
4111011400,경기도 수원시 교동,폐지
4111011500,경기도 수원시 세류동,폐지
4111011600,경기도 수원시 평동,폐지
4111011700,경기도 수원시 고색동,폐지
4111011800,경기도 수원시 오목천동,폐지
4111011900,경기도 수원시 평리동,폐지
4111012000,경기도 수원시 서둔동,폐지
4111012100,경기도 수원시 구운동,폐지
4111012200,경기도 수원시 탑동,폐지
4111012300,경기도 수원시 매산로1가,폐지
4111012400,경기도 수원시 매산로2가,폐지
4111012500,경기도 수원시 매산로3가,폐지
4111012600,경기도 수원시 고등동,폐지
4111012700,경기도 수원시 화서동,폐지
4111012800,경기도 수원시 파장동,폐지
4111012900,경기도 수원시 이목동,폐지
4111013000,경기도 수원시 율전동,폐지
4111013100,경기도 수원시 천천동,폐지
4111013200,경기도 수원시 정자동,폐지
4111013300,경기도 수원시 영화동,폐지
4111013400,경기도 수원시 조원동,폐지
4111013500,경기도 수원시 송죽동,폐지
4111013600,경기도 수원시 연무동,폐지
4111013700,경기도 수원시 상광교동,폐지
4111013800,경기도 수원시 하광교동,폐지
4111013900,경기도 수원시 지동,폐지
4111014000,경기도 수원시 우만동,폐지
4111014100,경기도 수원시 인계동,폐지
4111014200,경기도 수원시 매탄동,폐지
4111014300,경기도 수원시 원천동,폐지
4111014400,경기도 수원시 장지동,폐지
4111014500,경기도 수원시 대황교동,폐지
4111014600,경기도 수원시 곡반정동,폐지
4111014700,경기도 수원시 권선동,폐지
4111014800,경기도 수원시 이의동,폐지
4111014900,경기도 수원시 하동,폐지
4111015000,경기도 수원시 금곡동,폐지
4111015100,경기도 수원시 호매실동,폐지
4111090100,경기도 수원시 팔달동,폐지
4111090200,경기도 수원시 남향동,폐지
4111090300,경기도 수원시 신안동,폐지
4111090400,경기도 수원시 세류1동,폐지
4111090500,경기도 수원시 세류2동,폐지
4111090600,경기도 수원시 세류3동,폐지
4111090700,경기도 수원시 매산동,폐지
4111090800,경기도 수원시 화서1동,폐지
4111090900,경기도 수원시 화서2동,폐지
4111091000,경기도 수원시 송원동,폐지
4111091100,경기도 수원시 지만동,폐지
4111091200,경기도 수원시 곡선동,폐지
4111100000,경기도 수원시 장안구,존재
4111110100,경기도 수원시 장안구 팔달로1가,폐지
4111110200,경기도 수원시 장안구 팔달로2가,폐지
4111110300,경기도 수원시 장안구 남창동,폐지
4111110400,경기도 수원시 장안구 팔달로3가,폐지
4111110500,경기도 수원시 장안구 영동,폐지
4111110600,경기도 수원시 장안구 중동,폐지
4111110700,경기도 수원시 장안구 구천동,폐지
4111110800,경기도 수원시 장안구 남수동,폐지
4111110900,경기도 수원시 장안구 매향동,폐지
4111111000,경기도 수원시 장안구 북수동,폐지
4111111100,경기도 수원시 장안구 장안동,폐지
4111111200,경기도 수원시 장안구 신풍동,폐지
4111111300,경기도 수원시 장안구 화서동,폐지
4111111400,경기도 수원시 장안구 파장동,폐지
4111111500,경기도 수원시 장안구 이목동,폐지
4111111600,경기도 수원시 장안구 율전동,폐지
4111111700,경기도 수원시 장안구 천천동,폐지
4111111800,경기도 수원시 장안구 정자동,폐지
4111111900,경기도 수원시 장안구 영화동,폐지
4111112000,경기도 수원시 장안구 조원동,폐지
4111112100,경기도 수원시 장안구 송죽동,폐지
4111112200,경기도 수원시 장안구 연무동,폐지
4111112300,경기도 수원시 장안구 상광교동,폐지
4111112400,경기도 수원시 장안구 하광교동,폐지
4111112500,경기도 수원시 장안구 지동,폐지
4111112600,경기도 수원시 장안구 우만동,폐지
4111112700,경기도 수원시 장안구 이의동,폐지
4111112800,경기도 수원시 장안구 하동,폐지
4111112900,경기도 수원시 장안구 파장동,존재
4111113000,경기도 수원시 장안구 정자동,존재
4111113100,경기도 수원시 장안구 이목동,존재
4111113200,경기도 수원시 장안구 율전동,존재
4111113300,경기도 수원시 장안구 천천동,존재
4111113400,경기도 수원시 장안구 영화동,존재
4111113500,경기도 수원시 장안구 송죽동,존재
4111113600,경기도 수원시 장안구 조원동,존재
4111113700,경기도 수원시 장안구 연무동,존재
4111113800,경기도 수원시 장안구 상광교동,존재
4111113900,경기도 수원시 장안구 하광교동,존재
4111191300,경기도 수원시 장안구 팔달동,폐지
4111191400,경기도 수원시 장안구 남향동,폐지
4111191500,경기도 수원시 장안구 신안동,폐지
4111191600,경기도 수원시 장안구 화서1동,폐지
4111191700,경기도 수원시 장안구 화서2동,폐지
4111191800,경기도 수원시 장안구 송원동,폐지
4111191900,경기도 수원시 장안구 지만동,폐지
4111300000,경기도 수원시 권선구,존재
4111310100,경기도 수원시 권선구 매교동,폐지
4111310200,경기도 수원시 권선구 교동,폐지
4111310300,경기도 수원시 권선구 세류동,폐지
4111310400,경기도 수원시 권선구 평동,폐지
4111310500,경기도 수원시 권선구 고색동,폐지
4111310600,경기도 수원시 권선구 오목천동,폐지
4111310700,경기도 수원시 권선구 평리동,폐지
4111310800,경기도 수원시 권선구 서둔동,폐지
4111310900,경기도 수원시 권선구 구운동,폐지
4111311000,경기도 수원시 권선구 탑동,폐지
4111311100,경기도 수원시 권선구 매산로1가,폐지
4111311200,경기도 수원시 권선구 매산로2가,폐지
4111311300,경기도 수원시 권선구 매산로3가,폐지
4111311400,경기도 수원시 권선구 고등동,폐지
4111311500,경기도 수원시 권선구 인계동,폐지
4111311600,경기도 수원시 권선구 매탄동,폐지
4111311700,경기도 수원시 권선구 원천동,폐지
4111311800,경기도 수원시 권선구 장지동,폐지
4111311900,경기도 수원시 권선구 대황교동,폐지
4111312000,경기도 수원시 권선구 곡반정동,폐지
4111312100,경기도 수원시 권선구 권선동,폐지
4111312200,경기도 수원시 권선구 금곡동,폐지
4111312300,경기도 수원시 권선구 호매실동,폐지
4111312400,경기도 수원시 권선구 입북동,폐지
4111312500,경기도 수원시 권선구 당수동,폐지
4111312600,경기도 수원시 권선구 세류동,존재
4111312700,경기도 수원시 권선구 평동,존재
4111312800,경기도 수원시 권선구 고색동,존재
4111312900,경기도 수원시 권선구 오목천동,존재
4111313000,경기도 수원시 권선구 평리동,존재
4111313100,경기도 수원시 권선구 서둔동,존재
4111313200,경기도 수원시 권선구 구운동,존재
4111313300,경기도 수원시 권선구 탑동,존재
4111313400,경기도 수원시 권선구 금곡동,존재
4111313500,경기도 수원시 권선구 호매실동,존재
4111313600,경기도 수원시 권선구 곡반정동,존재
4111313700,경기도 수원시 권선구 권선동,존재
4111313800,경기도 수원시 권선구 장지동,존재
4111313900,경기도 수원시 권선구 대황교동,존재
4111314000,경기도 수원시 권선구 입북동,존재
4111314100,경기도 수원시 권선구 당수동,존재
4111392000,경기도 수원시 권선구 세류1동,폐지
4111392100,경기도 수원시 권선구 세류2동,폐지
4111392200,경기도 수원시 권선구 세류3동,폐지
4111392300,경기도 수원시 권선구 매산동,폐지
4111392400,경기도 수원시 권선구 곡선동,폐지
4111500000,경기도 수원시 팔달구,존재
4111510100,경기도 수원시 팔달구 팔달로1가,폐지
4111510200,경기도 수원시 팔달구 팔달로2가,폐지
4111510300,경기도 수원시 팔달구 팔달로3가,폐지
4111510400,경기도 수원시 팔달구 남창동,폐지
4111510500,경기도 수원시 팔달구 영동,폐지
4111510600,경기도 수원시 팔달구 중동,폐지
4111510700,경기도 수원시 팔달구 구천동,폐지
4111510800,경기도 수원시 팔달구 남수동,폐지
4111510900,경기도 수원시 팔달구 매향동,폐지
4111511000,경기도 수원시 팔달구 지동,폐지
4111511100,경기도 수원시 팔달구 우만동,폐지
4111511200,경기도 수원시 팔달구 이의동,폐지
4111511300,경기도 수원시 팔달구 하동,폐지
4111511400,경기도 수원시 팔달구 인계동,폐지
4111511500,경기도 수원시 팔달구 매탄동,폐지
4111511600,경기도 수원시 팔달구 원천동,폐지
4111511700,경기도 수원시 팔달구 영통동,폐지
4111511800,경기도 수원시 팔달구 신동,폐지
4111511900,경기도 수원시 팔달구 망포동,폐지
4111512000,경기도 수원시 팔달구 팔달로1가,존재
4111512100,경기도 수원시 팔달구 팔달로2가,존재
4111512200,경기도 수원시 팔달구 팔달로3가,존재
4111512300,경기도 수원시 팔달구 남창동,존재
4111512400,경기도 수원시 팔달구 영동,존재
4111512500,경기도 수원시 팔달구 중동,존재
4111512600,경기도 수원시 팔달구 구천동,존재
4111512700,경기도 수원시 팔달구 남수동,존재
4111512800,경기도 수원시 팔달구 매향동,존재
4111512900,경기도 수원시 팔달구 북수동,존재
4111513000,경기도 수원시 팔달구 신풍동,존재
4111513100,경기도 수원시 팔달구 장안동,존재
4111513200,경기도 수원시 팔달구 교동,존재
4111513300,경기도 수원시 팔달구 매교동,존재
4111513400,경기도 수원시 팔달구 매산로1가,존재
4111513500,경기도 수원시 팔달구 매산로2가,존재
4111513600,경기도 수원시 팔달구 매산로3가,존재
4111513700,경기도 수원시 팔달구 고등동,존재
4111513800,경기도 수원시 팔달구 화서동,존재
4111513900,경기도 수원시 팔달구 지동,존재
4111514000,경기도 수원시 팔달구 우만동,존재
4111514100,경기도 수원시 팔달구 인계동,존재
4111700000,경기도 수원시 영통구,존재
4111710100,경기도 수원시 영통구 매탄동,존재
4111710200,경기도 수원시 영통구 원천동,존재
4111710300,경기도 수원시 영통구 이의동,존재
4111710400,경기도 수원시 영통구 하동,존재
4111710500,경기도 수원시 영통구 영통동,존재
4111710600,경기도 수원시 영통구 신동,존재
4111710700,경기도 수원시 영통구 망포동,존재
4113000000,경기도 성남시,존재
4113010100,경기도 성남시 신흥동,폐지
4113010200,경기도 성남시 태평동,폐지
4113010300,경기도 성남시 수진동,폐지
4113010400,경기도 성남시 성남동,폐지
4113010500,경기도 성남시 중동,폐지
4113010600,경기도 성남시 단대동,폐지
4113010700,경기도 성남시 은행동,폐지
4113010800,경기도 성남시 상대원동,폐지
4113010900,경기도 성남시 복정동,폐지
4113011000,경기도 성남시 창곡동,폐지
4113011100,경기도 성남시 여수동,폐지
4113011200,경기도 성남시 도촌동,폐지
4113011300,경기도 성남시 갈현동,폐지
4113011400,경기도 성남시 하대원동,폐지
4113011500,경기도 성남시 이매동,폐지
4113011600,경기도 성남시 서현동,폐지
4113011700,경기도 성남시 야탑동,폐지
4113011800,경기도 성남시 분당동,폐지
4113011900,경기도 성남시 정자동,폐지
4113012000,경기도 성남시 수내동,폐지
4113012100,경기도 성남시 율동,폐지
4113012200,경기도 성남시 신촌동,폐지
4113012300,경기도 성남시 오야동,폐지
4113012400,경기도 성남시 심곡동,폐지
4113012500,경기도 성남시 고등동,폐지
4113012600,경기도 성남시 상적동,폐지
4113012700,경기도 성남시 둔전동,폐지
4113012800,경기도 성남시 시흥동,폐지
4113012900,경기도 성남시 금토동,폐지
4113013000,경기도 성남시 사송동,폐지
4113013100,경기도 성남시 판교동,폐지
4113013200,경기도 성남시 삼평동,폐지
4113013300,경기도 성남시 백현동,폐지
4113013400,경기도 성남시 금곡동,폐지
4113013500,경기도 성남시 궁내동,폐지
4113013600,경기도 성남시 구미동,폐지
4113013700,경기도 성남시 동원동,폐지
4113013800,경기도 성남시 운중동,폐지
4113013900,경기도 성남시 대장동,폐지
4113014000,경기도 성남시 석운동,폐지
4113014100,경기도 성남시 하산운동,폐지
4113090100,경기도 성남시 신흥1동,폐지
4113090200,경기도 성남시 신흥2동,폐지
4113090300,경기도 성남시 신흥3동,폐지
4113090400,경기도 성남시 태평1동,폐지
4113090500,경기도 성남시 태평2동,폐지
4113090600,경기도 성남시 태평3동,폐지
4113090700,경기도 성남시 수진1동,폐지
4113090800,경기도 성남시 수진2동,폐지
4113090900,경기도 성남시 단대1동,폐지
4113091000,경기도 성남시 단대2동,폐지
4113091100,경기도 성남시 단대3동,폐지
4113091200,경기도 성남시 단대4동,폐지
4113091300,경기도 성남시 은행1동,폐지
4113091400,경기도 성남시 은행2동,폐지
4113091500,경기도 성남시 상대원1동,폐지
4113091600,경기도 성남시 상대원2동,폐지
4113091700,경기도 성남시 상대원3동,폐지
4113100000,경기도 성남시 수정구,존재
4113110100,경기도 성남시 수정구 신흥동,존재
4113110200,경기도 성남시 수정구 태평동,존재
4113110300,경기도 성남시 수정구 수진동,존재
4113110400,경기도 성남시 수정구 단대동,존재
4113110500,경기도 성남시 수정구 산성동,존재
4113110600,경기도 성남시 수정구 양지동,존재
4113110700,경기도 성남시 수정구 복정동,존재
4113110800,경기도 성남시 수정구 창곡동,존재
4113110900,경기도 성남시 수정구 신촌동,존재
4113111000,경기도 성남시 수정구 오야동,존재
4113111100,경기도 성남시 수정구 심곡동,존재
4113111200,경기도 성남시 수정구 고등동,존재
4113111300,경기도 성남시 수정구 상적동,존재
4113111400,경기도 성남시 수정구 둔전동,존재
4113111500,경기도 성남시 수정구 시흥동,존재
4113111600,경기도 성남시 수정구 금토동,존재
4113111700,경기도 성남시 수정구 사송동,존재
4113300000,경기도 성남시 중원구,존재
4113300100,경기도 성남시 중원구 분당동,폐지
4113300200,경기도 성남시 중원구 정자동,폐지
4113300300,경기도 성남시 중원구 수내동,폐지
4113300400,경기도 성남시 중원구 율동,폐지
4113300500,경기도 성남시 중원구 이매동,폐지
4113300600,경기도 성남시 중원구 서현동,폐지
4113300700,경기도 성남시 중원구 야탑동,폐지
4113300800,경기도 성남시 중원구 판교동,폐지
4113300900,경기도 성남시 중원구 삼평동,폐지
4113301000,경기도 성남시 중원구 백현동,폐지
4113301100,경기도 성남시 중원구 금곡동,폐지
4113301200,경기도 성남시 중원구 궁내동,폐지
4113301300,경기도 성남시 중원구 동원동,폐지
4113301400,경기도 성남시 중원구 구미동,폐지
4113301500,경기도 성남시 중원구 운중동,폐지
4113301600,경기도 성남시 중원구 대장동,폐지
4113301700,경기도 성남시 중원구 석운동,폐지
4113301800,경기도 성남시 중원구 하산운동,폐지
4113310100,경기도 성남시 중원구 성남동,존재
4113310200,경기도 성남시 중원구 중동,폐지
4113310300,경기도 성남시 중원구 금광동,존재
4113310400,경기도 성남시 중원구 은행동,존재
4113310500,경기도 성남시 중원구 상대원동,존재
4113310600,경기도 성남시 중원구 여수동,존재
4113310700,경기도 성남시 중원구 도촌동,존재
4113310800,경기도 성남시 중원구 갈현동,존재
4113310900,경기도 성남시 중원구 하대원동,존재
4113313200,경기도 성남시 중원구 중앙동,존재
4113500000,경기도 성남시 분당구,존재
4113510100,경기도 성남시 분당구 분당동,존재
4113510200,경기도 성남시 분당구 수내동,존재
4113510300,경기도 성남시 분당구 정자동,존재
4113510400,경기도 성남시 분당구 율동,존재
4113510500,경기도 성남시 분당구 서현동,존재
4113510600,경기도 성남시 분당구 이매동,존재
4113510700,경기도 성남시 분당구 야탑동,존재
4113510800,경기도 성남시 분당구 판교동,존재
4113510900,경기도 성남시 분당구 삼평동,존재
4113511000,경기도 성남시 분당구 백현동,존재
4113511100,경기도 성남시 분당구 금곡동,존재
4113511200,경기도 성남시 분당구 궁내동,존재
4113511300,경기도 성남시 분당구 동원동,존재
4113511400,경기도 성남시 분당구 구미동,존재
4113511500,경기도 성남시 분당구 운중동,존재
4113511600,경기도 성남시 분당구 대장동,존재
4113511700,경기도 성남시 분당구 석운동,존재
4113511800,경기도 성남시 분당구 하산운동,존재
4115000000,경기도 의정부시,존재
4115000100,경기도 의정부시 의정부리,폐지
4115000200,경기도 의정부시 호원리,폐지
4115000300,경기도 의정부시 장암리,폐지
4115000400,경기도 의정부시 신곡리,폐지
4115000500,경기도 의정부시 용현리,폐지
4115000600,경기도 의정부시 민락리,폐지
4115000700,경기도 의정부시 낙양리,폐지
4115000800,경기도 의정부시 자일리,폐지
4115000900,경기도 의정부시 금오리,폐지
4115001000,경기도 의정부시 가능리,폐지
4115001100,경기도 의정부시 녹양리,폐지
4115010100,경기도 의정부시 의정부동,존재
4115010200,경기도 의정부시 호원동,존재
4115010300,경기도 의정부시 장암동,존재
4115010400,경기도 의정부시 신곡동,존재
4115010500,경기도 의정부시 용현동,존재
4115010600,경기도 의정부시 민락동,존재
4115010700,경기도 의정부시 낙양동,존재
4115010800,경기도 의정부시 자일동,존재
4115010900,경기도 의정부시 금오동,존재
4115011000,경기도 의정부시 가능동,존재
4115011100,경기도 의정부시 녹양동,존재
4115011200,경기도 의정부시 고산동,존재
4115011300,경기도 의정부시 산곡동,존재
4115090100,경기도 의정부시 의정부1동,폐지
4115090200,경기도 의정부시 의정부2동,폐지
4115090300,경기도 의정부시 의정부3동,폐지
4115090400,경기도 의정부시 의정부4동,폐지
4115090500,경기도 의정부시 장곡동,폐지
4115090600,경기도 의정부시 송산동,폐지
4115090700,경기도 의정부시 자금동,폐지
4115090800,경기도 의정부시 가능1동,폐지
4115090900,경기도 의정부시 가능2동,폐지
4115091000,경기도 의정부시 가능3동,폐지
4117000000,경기도 안양시,존재
4117010100,경기도 안양시 안양동,폐지
4117010200,경기도 안양시 비산동,폐지
4117010300,경기도 안양시 관양동,폐지
4117010400,경기도 안양시 평촌동,폐지
4117010500,경기도 안양시 호계동,폐지
4117010600,경기도 안양시 석수동,폐지
4117010700,경기도 안양시 박달동,폐지
4117090100,경기도 안양시 안양1동,폐지
4117090200,경기도 안양시 안양2동,폐지
4117090300,경기도 안양시 안양3동,폐지
4117090400,경기도 안양시 안양4동,폐지
4117090500,경기도 안양시 안양5동,폐지
4117090600,경기도 안양시 안양6동,폐지
4117090700,경기도 안양시 안양7동,폐지
4117090800,경기도 안양시 안양8동,폐지
4117090900,경기도 안양시 비산1동,폐지
4117091000,경기도 안양시 비산2동,폐지
4117091100,경기도 안양시 호계1동,폐지
4117091200,경기도 안양시 호계2동,폐지
4117091300,경기도 안양시 호계3동,폐지
4117091400,경기도 안양시 석수1동,폐지
4117091500,경기도 안양시 석수2동,폐지
4117100000,경기도 안양시 만안구,존재
4117110100,경기도 안양시 만안구 안양동,존재
4117110200,경기도 안양시 만안구 석수동,존재
4117110300,경기도 안양시 만안구 박달동,존재
4117300000,경기도 안양시 동안구,존재
4117300100,경기도 안양시 동안구 안양동,폐지
4117310100,경기도 안양시 동안구 비산동,존재
4117310200,경기도 안양시 동안구 관양동,존재
4117310300,경기도 안양시 동안구 평촌동,존재
4117310400,경기도 안양시 동안구 호계동,존재
4119000000,경기도 부천시,존재
4119000100,경기도 부천시 심곡동,폐지
4119000200,경기도 부천시 소사동,폐지
4119000300,경기도 부천시 범박동,폐지
4119000400,경기도 부천시 옥길동,폐지
4119000500,경기도 부천시 계수동,폐지
4119000600,경기도 부천시 역곡동,폐지
4119000700,경기도 부천시 괴안동,폐지
4119000800,경기도 부천시 원미동,폐지
4119000900,경기도 부천시 춘의동,폐지
4119001000,경기도 부천시 여월동,폐지
4119001100,경기도 부천시 작동,폐지
4119001200,경기도 부천시 원종동,폐지
4119001300,경기도 부천시 고강동,폐지
4119001400,경기도 부천시 오정동,폐지
4119001500,경기도 부천시 대장동,폐지
4119001600,경기도 부천시 도당동,폐지
4119001700,경기도 부천시 약대동,폐지
4119001800,경기도 부천시 내동,폐지
4119001900,경기도 부천시 삼정동,폐지
4119002000,경기도 부천시 중동,폐지
4119002100,경기도 부천시 송내동,폐지
4119002200,경기도 부천시 상동,폐지
4119010100,경기도 부천시 원미동,폐지
4119010200,경기도 부천시 심곡동,폐지
4119010300,경기도 부천시 춘의동,폐지
4119010400,경기도 부천시 도당동,폐지
4119010500,경기도 부천시 약대동,폐지
4119010600,경기도 부천시 소사동,폐지
4119010700,경기도 부천시 역곡동,폐지
4119010800,경기도 부천시 중동,폐지
4119010900,경기도 부천시 상동,폐지
4119011000,경기도 부천시 소사본동,폐지
4119011100,경기도 부천시 심곡본동,폐지
4119011200,경기도 부천시 범박동,폐지
4119011300,경기도 부천시 괴안동,폐지
4119011400,경기도 부천시 송내동,폐지
4119011500,경기도 부천시 옥길동,폐지
4119011600,경기도 부천시 계수동,폐지
4119011700,경기도 부천시 오정동,폐지
4119011800,경기도 부천시 여월동,폐지
4119011900,경기도 부천시 작동,폐지
4119012000,경기도 부천시 원종동,폐지
4119012100,경기도 부천시 고강동,폐지
4119012200,경기도 부천시 대장동,폐지
4119012300,경기도 부천시 삼정동,폐지
4119012400,경기도 부천시 내동,폐지
4119100000,경기도 부천시 중구,폐지
4119110100,경기도 부천시 중구 심곡동,폐지
4119110200,경기도 부천시 중구 원미동,폐지
4119110300,경기도 부천시 중구 춘의동,폐지
4119110400,경기도 부천시 중구 여월동,폐지
4119110500,경기도 부천시 중구 작동,폐지
4119110600,경기도 부천시 중구 원종동,폐지
4119110700,경기도 부천시 중구 고강동,폐지
4119110800,경기도 부천시 중구 오정동,폐지
4119110900,경기도 부천시 중구 대장동,폐지
4119111000,경기도 부천시 중구 삼정동,폐지
4119111100,경기도 부천시 중구 내동,폐지
4119111200,경기도 부천시 중구 도당동,폐지
4119111300,경기도 부천시 중구 약대동,폐지
4119111400,경기도 부천시 중구 중동,폐지
4119190100,경기도 부천시 중구 심곡2동,폐지
4119190200,경기도 부천시 중구 심곡3동,폐지
4119190300,경기도 부천시 중구 원미1동,폐지
4119190400,경기도 부천시 중구 원미2동,폐지
4119190500,경기도 부천시 중구 성곡동,폐지
4119190600,경기도 부천시 중구 성지동,폐지
4119190700,경기도 부천시 중구 신흥1동,폐지
4119190800,경기도 부천시 중구 신흥2동,폐지
4119200000,경기도 부천시 원미구 ,존재
4119210100,경기도 부천시 원미구 원미동,존재
4119210200,경기도 부천시 원미구 심곡동,존재
4119210300,경기도 부천시 원미구 춘의동,존재
4119210400,경기도 부천시 원미구 도당동,존재
4119210500,경기도 부천시 원미구 약대동,존재
4119210600,경기도 부천시 원미구 소사동,존재
4119210700,경기도 부천시 원미구 역곡동,존재
4119210800,경기도 부천시 원미구 중동,존재
4119210900,경기도 부천시 원미구 상동,존재
4119300000,경기도 부천시 남구,폐지
4119310100,경기도 부천시 남구 심곡동,폐지
4119310200,경기도 부천시 남구 소사동,폐지
4119310300,경기도 부천시 남구 범박동,폐지
4119310400,경기도 부천시 남구 괴안동,폐지
4119310500,경기도 부천시 남구 역곡동,폐지
4119310600,경기도 부천시 남구 송내동,폐지
4119310700,경기도 부천시 남구 중동,폐지
4119310800,경기도 부천시 남구 상동,폐지
4119310900,경기도 부천시 남구 옥길동,폐지
4119311000,경기도 부천시 남구 계수동,폐지
4119390900,경기도 부천시 남구 심곡1동,폐지
4119391000,경기도 부천시 남구 소사1동,폐지
4119391100,경기도 부천시 남구 소사2동,폐지
4119391200,경기도 부천시 남구 소사3동,폐지
4119391300,경기도 부천시 남구 역곡1동,폐지
4119391400,경기도 부천시 남구 역곡2동,폐지
4119400000,경기도 부천시 소사구 ,존재
4119410100,경기도 부천시 소사구 소사본동,존재
4119410200,경기도 부천시 소사구 심곡본동,존재
4119410300,경기도 부천시 소사구 범박동,존재
4119410400,경기도 부천시 소사구 괴안동,존재
4119410500,경기도 부천시 소사구 송내동,존재
4119410600,경기도 부천시 소사구 옥길동,존재
4119410700,경기도 부천시 소사구 계수동,존재
4119500000,경기도 부천시 원미구,폐지
4119500100,경기도 부천시 원미구 여월동,폐지
4119500200,경기도 부천시 원미구 작동,폐지
4119500300,경기도 부천시 원미구 송내동,폐지
4119510100,경기도 부천시 원미구 원미동,폐지
4119510200,경기도 부천시 원미구 심곡동,폐지
4119510300,경기도 부천시 원미구 춘의동,폐지
4119510400,경기도 부천시 원미구 도당동,폐지
4119510500,경기도 부천시 원미구 약대동,폐지
4119510600,경기도 부천시 원미구 소사동,폐지
4119510700,경기도 부천시 원미구 역곡동,폐지
4119510800,경기도 부천시 원미구 중동,폐지
4119510900,경기도 부천시 원미구 상동,폐지
4119600000,경기도 부천시 오정구 ,존재
4119610100,경기도 부천시 오정구 오정동,존재
4119610200,경기도 부천시 오정구 여월동,존재
4119610300,경기도 부천시 오정구 작동,존재
4119610400,경기도 부천시 오정구 원종동,존재
